User-ID,ISBN,Rating
834,0449005569,3.0
843,0449005615,0.0
853,0380789035,0.0
876,0345370775,0.0
882,0060977493,0.0
882,0064401847,10.0
882,0070212570,0.0
882,0140017151,0.0
882,0345387651,0.0
882,0374525188,0.0
882,0375707972,0.0
882,0380018179,10.0
882,0380789019,0.0
882,0385315279,0.0
882,0385504209,10.0
882,0394743180,10.0
882,044022425X,0.0
882,0440235162,10.0
882,0446605239,0.0
882,0446606812,0.0
882,0446610399,0.0
882,0446611867,0.0
882,0449212602,0.0
882,0553206575,0.0
882,0553274295,0.0
882,0553278223,0.0
882,0553280589,10.0
882,0553569058,0.0
882,0553569074,0.0
882,0590445561,0.0
882,0618002219,10.0
882,067976402X,10.0
882,0684874350,0.0
882,0804114986,0.0
882,1853260789,0.0
885,0804106304,5.0
900,0553572490,6.0
901,0349101779,0.0
901,0349103232,0.0
901,0743202384,0.0
915,0156027321,10.0
915,0385720920,0.0
929,0140092323,0.0
929,0345313097,0.0
929,0345391802,8.0
929,0380754843,0.0
929,0440154472,0.0
929,0441788386,0.0
929,0449221164,0.0
929,0451139712,0.0
929,0553296981,10.0
929,0671617028,8.0
929,1573225789,0.0
941,0345387651,9.0
965,0805063897,9.0
996,0140259198,0.0
1007,0446606812,0.0
1022,044990928X,8.0
1024,0671038184,5.0
1025,0330267388,0.0
1025,0345361792,0.0
1025,0375829164,8.0
1025,0394404289,9.0
1025,0552998001,9.0
1025,0670825379,0.0
1031,0671027360,7.0
1032,006092988X,8.0
1032,0446310786,10.0
1060,0786885688,8.0
1069,037570504X,0.0
1075,0140072721,0.0
1075,0142001740,10.0
1075,0375726403,7.0
1075,0385504209,7.0
1075,0553377868,9.0
1079,0915811332,8.0
1083,0345325818,10.0
1083,080410753X,7.0
1100,0684801221,0.0
1108,0385505833,7.0
1111,0385510438,8.0
1129,0440224764,6.0
1129,0440234743,6.0
1129,0553377876,3.0
1131,0060932759,0.0
1131,0070212570,7.0
1131,0345424719,0.0
1131,0375703055,7.0
1131,038533334X,0.0
1131,0385480016,9.0
1131,0394758285,7.0
1131,0451187903,7.0
1131,0451191153,0.0
1131,0451202341,0.0
1131,0553212737,8.0
1131,0679761837,7.0
1131,0684833395,0.0
1131,0743418174,7.0
1132,0679729917,0.0
1133,0553580078,0.0
1133,0812909372,0.0
1155,0380817683,10.0
1155,0671041789,9.0
1161,0375725784,5.0
1164,0380012774,10.0
1167,0380002930,0.0
1169,0374516901,0.0
1169,0440131480,0.0
1170,0375703055,0.0
1211,014028009X,0.0
1211,0385504209,9.0
1211,0679745203,0.0
1211,0723206015,0.0
1223,0446607657,3.0
1225,0553283685,0.0
1233,0451132378,0.0
1235,0345378490,9.0
1248,0345396537,10.0
1248,0449912558,10.0
1248,0671855670,10.0
1248,0679452281,9.0
1254,0894805770,10.0
1261,0316776963,8.0
1261,0452282152,7.0
1263,0451185560,9.0
1264,0375707972,8.0
1266,0345325818,10.0
1293,0446310786,10.0
1297,0060652926,0.0
1297,0140157379,0.0
1309,0425178765,10.0
1309,0446612545,7.0
1330,3518368540,10.0
1331,0141180633,9.0
1331,0553147617,0.0
1344,0553297260,8.0
1348,0451191153,0.0
1359,0399501487,7.0
1376,0345417623,8.0
1377,0440224764,8.0
1396,0380727501,10.0
1412,0156027321,9.0
1412,0385486804,9.0
1424,0020264801,8.0
1424,0060175400,7.0
1424,0060730552,9.0
1424,0060931671,0.0
1424,0061015725,8.0
1424,0061056871,6.0
1424,0142001430,7.0
1424,0151006903,0.0
1424,031215125X,7.0
1424,0385720106,7.0
1424,0425158616,0.0
1424,0440235162,0.0
1424,0440236673,0.0
1424,0446608815,0.0
1424,0452282152,0.0
1424,0520204956,0.0
1424,0671646575,8.0
1424,0671776134,8.0
1424,0676974562,7.0
1424,0684852691,0.0
1424,0767903862,0.0
1424,0767915062,0.0
1424,0786868716,0.0
1424,0786885688,0.0
1424,0804106304,6.0
1424,0821723030,7.0
1424,1573229865,0.0
1424,1592247865,8.0
1433,0743418174,3.0
1434,0060175400,10.0
1435,0060922532,0.0
1435,0345370775,0.0
1435,0345378490,5.0
1435,0345380371,0.0
1435,0345387651,5.0
1435,034540288X,0.0
1435,0375400117,0.0
1435,038548951X,0.0
1435,0425169863,0.0
1435,0425180638,0.0
1435,044023722X,0.0
1435,0451156609,5.0
1435,0451183665,7.0
1435,055326611X,6.0
1435,0671024248,4.0
1435,0679439242,0.0
1435,080410753X,10.0
1436,044022165X,6.0
1436,0446609323,0.0
1448,034541389X,6.0
1485,0894805770,0.0
1504,0345370775,8.0
1511,0345391802,9.0
1511,0425130215,7.0
1530,044023722X,8.0
1535,067976402X,10.0
1543,0064408329,0.0
1548,034540288X,5.0
1548,0385508980,0.0
1548,0425167313,8.0
1548,0452282152,8.0
1548,0786808772,0.0
1558,0425167720,7.0
1558,0446603589,10.0
1570,0156787334,10.0
1585,0446604658,6.0
1585,0449212602,8.0
1585,0553282476,7.0
1596,0385511612,6.0
1608,0425167720,0.0
1608,044023722X,0.0
1608,0449212602,10.0
1608,0671555235,0.0
1617,0553348981,8.0
1619,0440225701,9.0
1650,0804106304,10.0
1652,0151006903,7.0
1652,0385504209,7.0
1652,0679744479,7.0
1660,0345386108,7.0
1660,0449223795,3.0
1660,0553561618,6.0
1660,0671024248,0.0
1660,0671034022,6.0
1661,0446607711,0.0
1661,0451151259,0.0
1672,0394820371,0.0
1674,0060512806,0.0
1674,0345416880,7.0
1674,0375725784,10.0
1674,038548951X,10.0
1674,0446611778,0.0
1674,0449912558,5.0
1674,0553212583,10.0
1674,0553214500,0.0
1674,055326396X,0.0
1674,0553348981,0.0
1674,0805012478,0.0
1688,0553569082,5.0
1706,0451524934,10.0
1718,0743418174,8.0
1721,0449225151,9.0
1725,0156027321,0.0
1725,0812575717,9.0
1733,0345313097,0.0
1733,0380018179,0.0
1733,0425119920,7.0
1733,0446360589,0.0
1733,0451207645,0.0
1733,0452280621,0.0
1745,0380804670,8.0
1773,0804106304,9.0
1790,0375701427,8.0
1790,044022165X,5.0
1797,0316769487,0.0
1803,0385504209,9.0
1812,0440224764,0.0
1830,0553289691,6.0
1848,0140707247,10.0
1848,0156027321,10.0
1848,0345342968,10.0
1848,0345378482,8.0
1848,034540288X,0.0
1848,0345417623,8.0
1848,0440225701,0.0
1848,0451177096,0.0
1848,0671027360,0.0
1848,0671027387,0.0
1848,0684818868,10.0
1848,0786868716,10.0
1869,0451206878,0.0
1898,0060922532,8.0
1900,0440220424,0.0
1903,0140042601,0.0
1903,0140135154,0.0
1903,0316777730,5.0
1903,0345409469,10.0
1903,0385479565,10.0
1903,0385720920,0.0
1903,044021145X,0.0
1903,0553214861,10.0
1903,0670031518,10.0
1903,0671041789,0.0
1903,0679756450,0.0
1903,0684853523,0.0
1903,074343627X,0.0
1903,1592400876,0.0
1928,0451523733,8.0
1928,0671722816,0.0
1928,0743457900,0.0
1928,0891073906,0.0
1945,0671023373,10.0
1966,0446671223,7.0
1996,0552998338,7.0
2010,0060090367,6.0
2010,0316602051,0.0
2010,0446604658,0.0
2010,0446604666,10.0
2010,0451197879,8.0
2010,0671024248,0.0
2010,0684859262,8.0
2012,0061015725,0.0
2012,0140298479,2.0
2012,0451163494,0.0
2012,0553348973,5.0
2020,0345402871,0.0
2030,0060977264,10.0
2030,006251279X,10.0
2030,0062513346,10.0
2030,0140298479,10.0
2030,0394404289,10.0
2033,0140328696,10.0
2033,0156935805,0.0
2033,0312921098,8.0
2033,0345340426,10.0
2033,0440213525,0.0
2033,0440220602,0.0
2033,044022165X,0.0
2033,0553288202,0.0
2033,0671722816,0.0
2033,0812532619,8.0
2033,0812535219,7.0
2033,0812575717,10.0
2033,0875962432,10.0
2036,1573229326,9.0
2041,044021145X,7.0
2041,044022165X,7.0
2041,0671617028,8.0
2041,0679743243,5.0
2046,0061002747,0.0
2046,0425129586,0.0
2046,0843951842,0.0
2070,0553275860,9.0
2074,0385504209,0.0
2087,0345417623,0.0
2089,0446605239,10.0
2090,0671034022,0.0
2090,0671646575,5.0
2097,0060955775,9.0
2099,0440224764,8.0
2103,0440224764,9.0
2110,0064472779,8.0
2110,0140022651,10.0
2110,0140298479,0.0
2110,0156027321,5.0
2110,0451137965,9.0
2110,0451169514,0.0
2110,0671042858,0.0
2110,0671517643,0.0
2110,0786710330,0.0
2110,0786868716,0.0
2110,0812505042,10.0
2115,044021145X,0.0
2127,0446605239,8.0
2152,0446612545,7.0
2179,0380815931,10.0
2179,0385504209,10.0
2179,0451524934,8.0
2179,0618002219,9.0
2183,0380789116,0.0
2197,0449702545,8.0
2198,0451524934,10.0
2238,0553348981,10.0
2250,0684874350,8.0
2253,0446611212,8.0
2255,0452264790,8.0
2271,0684874350,10.0
2275,0060977493,0.0
2276,0345260724,0.0
2276,0345326962,0.0
2276,0345366239,0.0
2276,0345391055,0.0
2276,0345391802,0.0
2276,0380002930,9.0
2276,0385505833,5.0
2276,0385510438,0.0
2276,0425062856,8.0
2276,0425084574,0.0
2276,0425158616,0.0
2276,0440145465,10.0
2276,0440221315,8.0
2276,0440236673,10.0
2276,0440241537,0.0
2276,0441918107,0.0
2276,0446607657,0.0
2276,0446609323,9.0
2276,0446612790,10.0
2276,0449007383,10.0
2276,0449212602,0.0
2276,0451137965,0.0
2276,0451167317,0.0
2276,0451169522,0.0
2276,0451184963,0.0
2276,0553263226,10.0
2276,0553277472,0.0
2276,0618002219,0.0
2276,0671218581,7.0
2276,0671542141,0.0
2276,0671549952,0.0
2276,0671555235,0.0
2276,0671660632,5.0
2276,0756400619,8.0
2276,0804101787,0.0
2276,0805063897,10.0
2276,0812525752,0.0
2276,0886772559,10.0
2276,1551669609,8.0
2276,3257229534,0.0
2283,0451169522,0.0
2287,0380014033,7.0
2287,0425147622,7.0
2288,0070212570,8.0
2288,034539657X,0.0
2288,0425119920,0.0
2288,0553210092,5.0
2288,055358149X,0.0
2288,0553582763,9.0
2288,0671729896,3.0
2288,1593100825,0.0
2295,0440220424,0.0
2295,0451175816,0.0
2296,0425170349,8.0
2302,0515121487,0.0
2313,0449912558,0.0
2313,0553278223,7.0
2313,0679733760,7.0
2313,080411109X,3.0
2313,0804114986,5.0
2337,0060987561,7.0
2337,0142001740,8.0
2337,0385505833,7.0
2337,0451191145,9.0
2337,0451191153,8.0
2357,0375725784,8.0
2358,0345391802,8.0
2358,034541389X,0.0
2358,037570504X,0.0
2358,0385337116,0.0
2358,0425169863,0.0
2358,0440131480,0.0
2358,0440170370,0.0
2358,0440220653,8.0
2358,0440905605,0.0
2358,0449702766,0.0
2358,0451627954,0.0
2358,0553277472,0.0
2358,0671027360,0.0
2358,0679720200,0.0
2358,0684841215,0.0
2363,0671726889,9.0
2366,0553210092,8.0
2375,0345424719,7.0
2385,0440216745,7.0
2385,0446604666,6.0
2388,0142001740,6.0
2403,1573221228,0.0
2439,0345367421,7.0
2439,0380002930,10.0
2439,0425130215,0.0
2439,0679767398,7.0
2442,0553280589,10.0
2462,0449210952,0.0
2482,0060958022,0.0
2499,080213825X,5.0
2534,0140124497,5.0
2544,051511605X,0.0
2550,0452282152,10.0
2589,0345443284,0.0
2589,0425182878,0.0
2591,0449212602,9.0
2595,0425169863,0.0
2608,0385720106,0.0
2611,0553208845,7.0
2630,0060652926,8.0
2630,0440224764,0.0
2630,0449210928,8.0
2632,0440234743,9.0
2638,0142000205,8.0
2640,0425147622,8.0
2651,0425143325,0.0
2685,0345396537,9.0
2719,0671722751,8.0
2719,0802132952,0.0
2738,0380727501,0.0
2744,0345342968,0.0
2749,0345272579,10.0
2766,0060008032,7.0
2766,0060958022,8.0
2766,0140328696,0.0
2766,0140328742,9.0
2766,014034294X,9.0
2766,014100018X,0.0
2766,0141301058,0.0
2766,0142001740,0.0
2766,0316776963,0.0
2766,0345378490,0.0
2766,0345391802,0.0
2766,0380002930,9.0
2766,0385486804,0.0
2766,0385505833,7.0
2766,0425119920,0.0
2766,0440236673,0.0
2766,0440498058,0.0
2766,0446310786,10.0
2766,0446606812,0.0
2766,0446611867,7.0
2766,0449005615,9.0
2766,0451183665,0.0
2766,0515117234,0.0
2766,0553256653,0.0
2766,0671617028,0.0
2766,0671729896,8.0
2766,0679728449,0.0
2766,0679733760,5.0
2766,067976402X,0.0
2766,0684801221,10.0
2766,0684874350,0.0
2766,0812521757,0.0
2766,1573225789,0.0
2770,0553141406,9.0
2770,0553569058,0.0
2771,0449005615,0.0
2789,0345370775,8.0
2790,0156027321,0.0
2790,0316143464,0.0
2790,038533348X,10.0
2790,0553214225,0.0
2793,0515137111,0.0
2793,0553582763,0.0
2793,0671027387,0.0
2799,0451524934,10.0
2799,0786885688,0.0
2853,0553348973,10.0
2854,0446606812,7.0
2854,0446610399,5.0
2855,0060973277,0.0
2891,0060188731,0.0
2891,0060830719,0.0
2891,0060921145,0.0
2891,0060977493,0.0
2891,0060987049,0.0
2891,0142001740,7.0
2891,0156027321,5.0
2891,0156907399,0.0
2891,0312282990,0.0
2891,0345404475,7.0
2891,0374521409,0.0
2891,0375701427,0.0
2891,0375726403,0.0
2891,0380729407,0.0
2891,038548951X,8.0
2891,0385503857,9.0
2891,0425097269,0.0
2891,0446530522,0.0
2891,0446607711,0.0
2891,0449005615,0.0
2891,0449912558,9.0
2891,0451132378,0.0
2891,0452282195,0.0
2891,0452283868,0.0
2891,0517122707,0.0
2891,0553208845,0.0
2891,0553213105,6.0
2891,0571169341,10.0
2891,0671543857,0.0
2891,0671646575,0.0
2891,0671722816,7.0
2891,0679411674,0.0
2891,0679732764,8.0
2891,0679749861,0.0
2891,067976402X,0.0
2891,0804106304,7.0
2891,140003065X,9.0
2891,1594200106,6.0
2907,044023722X,5.0
2907,0449207331,0.0
2933,0375726403,0.0
2936,0451169514,0.0
2945,038548951X,8.0
2954,0060183527,7.0
2977,0142001430,7.0
2977,0345370775,0.0
2977,0374515360,0.0
2977,037570504X,5.0
2977,0375708111,0.0
2977,0375725784,3.0
2977,0385005733,0.0
2977,0385502532,0.0
2977,0385720254,0.0
2977,0425130215,9.0
2977,044021145X,0.0
2977,0440234743,0.0
2977,0440237084,0.0
2977,0449209113,8.0
2977,0451169522,0.0
2977,0451184963,0.0
2977,0451628667,0.0
2977,0452282152,7.0
2977,0553569058,0.0
2977,0679755330,0.0
2977,068480123X,8.0
2977,0805062971,0.0
2977,1860499627,0.0
2982,0684833395,0.0
2996,0345361792,8.0
3009,0440220602,7.0
3017,0345391802,0.0
3020,0446612545,0.0
3026,0804106304,8.0
3032,0425163407,0.0
3039,0140296409,0.0
3044,3442442354,0.0
3048,0141001828,10.0
3066,0451201515,0.0
3099,0446601241,7.0
3100,0446343455,0.0
3100,0684874350,0.0
3104,0805063897,8.0
3113,0446530522,0.0
3145,0140298479,0.0
3145,0140707247,0.0
3145,0425169863,0.0
3145,044021145X,9.0
3145,0446343455,8.0
3145,0446359866,9.0
3145,0446603422,0.0
3145,0446606383,0.0
3145,044661193X,9.0
3145,0446612790,0.0
3145,0449219410,0.0
3145,0451188462,0.0
3145,0553569791,0.0
3145,0671723650,0.0
3145,0671733354,0.0
3145,1573229326,5.0
3150,0446365505,9.0
3166,0553272535,10.0
3167,0020427859,10.0
3167,006440188X,8.0
3167,0345313097,0.0
3167,0345370775,9.0
3167,034540288X,7.0
3167,0425045048,0.0
3167,0425104052,9.0
3167,044023722X,0.0
3167,0440498058,10.0
3168,0380569035,0.0
3172,039480001X,10.0
3174,0553349481,10.0
3186,0393317552,0.0
3186,068484477X,0.0
3191,0345441036,8.0
3191,0452283205,6.0
3192,0316777730,7.0
3192,0345441036,6.0
3232,0380729407,5.0
3232,0451128370,0.0
3266,0156787334,0.0
3266,0375700528,0.0
3266,0451185560,0.0
3282,0440213525,0.0
3282,0451188462,0.0
3310,0671042858,7.0
3329,0440234743,8.0
3331,0440221315,0.0
3331,0440241537,0.0
3331,0446527793,9.0
3331,0446611867,10.0
3331,0449006530,4.0
3332,0684801523,0.0
3344,0671027360,8.0
3346,0020427859,5.0
3346,0345342968,0.0
3346,0380789035,6.0
3346,0380804557,10.0
3346,0441004385,7.0
3346,0441008615,0.0
3346,0441068804,7.0
3346,0689710879,6.0
3350,0804106304,10.0
3351,0140092323,0.0
3362,0375725784,7.0
3363,0060090367,0.0
3363,0060175400,0.0
3363,0060392827,0.0
3363,0060652934,7.0
3363,0060915943,0.0
3363,0060958022,0.0
3363,0064401871,0.0
3363,0064406326,0.0
3363,0064407446,0.0
3363,0064472531,0.0
3363,0064472779,10.0
3363,0070212570,0.0
3363,014028009X,0.0
3363,0140280464,0.0
3363,0140481877,6.0
3363,014100018X,0.0
3363,0141302283,0.0
3363,0152001018,0.0
3363,031020755X,0.0
3363,034531221X,0.0
3363,0345356365,0.0
3363,0345380371,0.0
3363,0345386108,0.0
3363,0345417623,0.0
3363,0345444884,0.0
3363,0345453387,8.0
3363,037570504X,0.0
3363,0375726403,0.0
3363,038071082X,0.0
3363,0380754843,8.0
3363,0380796104,0.0
3363,0380817683,0.0
3363,0380820293,0.0
3363,0385322135,0.0
3363,0385504209,0.0
3363,0385722435,10.0
3363,0425158616,0.0
3363,0425167720,0.0
3363,0425169863,0.0
3363,0440213525,0.0
3363,0440220602,0.0
3363,0440234743,0.0
3363,0440236673,0.0
3363,0446530115,0.0
3363,0446604658,0.0
3363,0446605239,0.0
3363,0446606812,0.0
3363,0446608890,0.0
3363,0449005569,0.0
3363,0449005577,0.0
3363,0449005615,0.0
3363,0449006530,0.0
3363,0451168690,0.0
3363,0452274427,0.0
3363,0452282268,0.0
3363,0515121487,0.0
3363,0517122707,0.0
3363,055323370X,10.0
3363,0553262149,0.0
3363,0553264931,10.0
3363,0553277472,0.0
3363,0553289691,0.0
3363,0590457268,0.0
3363,0671517643,0.0
3363,0671527886,0.0
3363,0679833692,0.0
3363,0684804433,0.0
3363,068971310X,0.0
3363,0743418174,0.0
3363,0764550136,0.0
3363,0786885688,0.0
3363,0805063897,0.0
3363,0894805770,0.0
3363,1565075722,0.0
3363,1576738167,0.0
3371,0070212570,10.0
3371,0425163407,0.0
3371,0440235596,0.0
3371,0446359866,0.0
3371,0446607193,0.0
3371,0451160916,0.0
3371,0515122734,9.0
3371,0553260111,0.0
3371,0553263226,0.0
3371,067976402X,0.0
3371,0689714920,10.0
3373,0060958022,0.0
3373,0375727345,7.0
3373,0380804697,7.0
3373,0425178765,3.5
3373,0671027360,5.0
3373,0671027387,5.0
3373,0679733787,0.0
3379,044661193X,0.0
3393,0425191184,9.0
3416,0380820293,8.0
3416,0515116173,8.0
3427,067102423X,0.0
3427,074343627X,5.0
3460,0446605239,6.0
3462,0316346624,9.0
3467,0425169863,9.0
3471,0060929871,0.0
3471,044040357X,0.0
3472,055357535X,0.0
3481,0156006219,0.0
3481,0553268880,8.0
3496,0671015206,0.0
3507,0449212602,8.0
3509,0671027360,8.0
3512,0446611867,8.0
3514,0385336179,9.0
3521,155054439X,10.0
3532,0440900794,8.0
3537,0553213202,0.0
3538,0156027321,0.0
3538,0452280621,8.0
3538,0679760806,10.0
3538,8420636282,0.0
3538,8439719558,0.0
3541,0553582755,8.0
3542,0316769487,0.0
3542,0446310786,10.0
3542,0451518659,0.0
3542,0671759213,0.0
3543,0440226104,10.0
3546,0142002267,8.0
3556,0380700670,0.0
3556,0385504209,10.0
3556,0440241537,9.0
3556,0440407125,10.0
3556,0440439884,10.0
3556,059030271X,0.0
3556,0590457268,8.0
3556,0671027360,10.0
3569,0316969443,0.0
3578,0060987049,9.0
3578,0316346624,10.0
3578,0609808346,9.0
3578,1573225517,10.0
3596,0060199652,10.0
3599,034541389X,0.0
3602,034530988X,0.0
3632,0312283709,8.0
3640,0142002267,8.0
3640,0345354729,5.0
3640,0446607711,0.0
3640,0553348973,5.0
3640,0671027360,8.0
3641,0553277472,0.0
3643,0380789035,0.0
3643,0394758285,0.0
3648,0380804557,7.0
3654,0440234743,0.0
3668,0743418174,0.0
3669,0671517643,10.0
3675,0060510323,0.0
3675,0060951311,0.0
3675,014029628X,7.0
3675,044805454X,8.0
3675,0451166892,0.0
3675,1593080255,10.0
3675,8433969978,0.0
3675,848403030X,10.0
3675,8495501198,4.0
3675,950491036X,0.0
3693,0345330129,0.0
3693,0812575717,0.0
3694,0446606812,8.0
3709,0440236673,7.0
3709,067102423X,10.0
3719,0446604658,8.0
3719,0449219410,9.0
3739,067976402X,5.0
3743,0345368754,0.0
3756,0446611867,7.0
3757,0345342968,0.0
3757,0451169522,7.0
3757,950491036X,0.0
3761,0156001454,9.0
3761,0375727345,0.0
3761,0446528382,0.0
3761,0449005615,0.0
3767,0380018179,0.0
3767,0446608890,0.0
3775,0553275852,8.0
3782,0441068804,10.0
3799,0140293442,8.0
3799,1573225517,9.0
3814,0060391537,3.0
3814,1573225789,5.0
3817,0316769487,7.0
3817,0380018179,8.0
3817,0385479565,9.0
3817,0440967694,10.0
3827,0060929790,0.0
3827,0140132708,10.0
3827,014029628X,6.0
3827,0141301058,10.0
3827,0345371984,10.0
3827,0345460952,10.0
3827,0385471475,7.0
3827,0394820371,0.0
3827,0553562614,10.0
3827,0804114986,10.0
3837,0679750800,8.0
3839,0060932759,7.0
3840,0385494149,0.0
3840,0425162443,0.0
3840,0440241537,8.0
3840,044990928X,0.0
3840,193156146X,10.0
3865,038079487X,7.0
3879,0446604666,0.0
3886,0451202341,0.0
3915,3257229534,0.0
3915,3518368540,0.0
3917,0140293442,6.0
3917,0140298479,5.0
3917,031205436X,10.0
3917,038533348X,7.0
3917,0394758285,7.0
3917,1570625190,8.0
3917,1573225517,8.0
3917,1573226521,7.0
3923,0380789019,7.0
3923,0380977788,6.0
3923,0767902890,7.0
3938,0553571818,9.0
3944,0684874350,0.0
3948,0451155750,9.0
3954,0345325818,5.0
3965,0345391055,9.0
3977,0446610399,0.0
3991,044023722X,0.0
3999,0385504209,10.0
4017,0060517794,10.0
4017,0060929871,9.0
4017,0060934905,10.0
4017,0140042598,10.0
4017,0140230270,0.0
4017,014028009X,9.0
4017,0140296409,10.0
4017,0140298479,8.0
4017,0142001740,0.0
4017,0156027321,0.0
4017,0156907399,9.0
4017,0345424719,10.0
4017,0345443284,10.0
4017,0375406530,10.0
4017,0375502238,0.0
4017,0375506039,0.0
4017,0375701966,9.0
4017,037570504X,10.0
4017,0375707972,10.0
